MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition						Time:	1.0196941	Sec	10/4/2021 7:48:04 AM
Stroke	Load	Time
in	lbf	Sec
0.00082781614	1.7852176	0.017252605
0.00083973049	1.6859993	0.018229168
0.00080322404	1.5964928	0.01920573
0.00083676982	1.573504	0.020182293
0.00084437383	1.7907088	0.021158855
0.00084945513	1.3576512	0.022135418
0.00081380922	1.5215743	0.02311198
0.0008242561	1.7099305	0.024088543
0.00083936175	1.7581311	0.025065105
0.00083162705	1.4151436	0.026041668
0.00082249404	1.7803005	0.02701823
0.00084695546	1.601697	0.027994793
0.0008634082	1.5712501	0.028971355
0.00081040803	1.8538665	0.029947918
0.00082719116	1.8331726	0.03092448
0.0008372718	1.8200595	0.031901043
0.00085067423	1.3606428	0.032877605
0.00085831666	1.3738787	0.033854168
0.00083031575	1.9979969	0.03483073
0.00082036317	1.6448572	0.035807293
0.00082542916	1.9908668	0.036783855
0.00084765209	1.5153047	0.037760418
0.00084118522	1.8389095	0.03873698
0.00087338896	1.7269468	0.039713543
0.0008447119	1.7971015	0.040690105
0.00085583748	1.7162411	0.041666668
0.00088193291	1.6493238	0.04264323
0.00084981369	1.5815766	0.043619793
0.00087220059	1.703456	0.044596355
0.00083210855	1.6172686	0.045572918
0.00082933228	1.6725585	0.04654948
0.00086329557	1.6468651	0.047526043
0.00089187268	1.3465462	0.048502605
0.00088257832	1.954929	0.049479168
0.00087548915	1.7015711	0.05045573
0.00087145274	1.4702697	0.051432293
0.00086700404	1.3122782	0.052408855
0.00087698479	2.03038	0.053385418
0.0008585318	1.7853405	0.05436198
0.00088924757	2.0887842	0.055338543
0.00085620629	1.8085344	0.056315105
0.00084761111	2.0953407	0.057291668
0.00088944216	2.0739501	0.05826823
0.00089079444	1.8432941	0.059244793
0.00088922703	1.399531	0.060221355
0.00089872628	1.4352742	0.061197918
0.00090914499	1.5560062	0.06217448
0.0008693526	1.7932904	0.063151047
0.00089876726	1.6928017	0.064127609
0.00088728056	1.2485058	0.065104172
0.00091273058	1.7371094	0.066080734
0.000901144	1.6872697	0.067057297
0.00089660566	1.797798	0.068033859
0.00086423801	1.9048433	0.069010422
0.00090961624	1.6134987	0.069986984
0.00089631887	1.443306	0.070963547
0.00093802693	2.0150132	0.071940109
0.00089724088	1.5617023	0.072916672
0.0009029471	1.9977921	0.073893234
0.00090975966	1.7682118	0.074869797
0.00087882881	1.5455978	0.075846359
0.00090761861	1.7086192	0.076822922
0.0009014206	1.5046912	0.077799484
0.00093261787	1.4962907	0.078776047
0.00092089805	1.5315832	0.079752609
0.0008968311	1.9050072	0.080729172
0.0009348921	1.7946837	0.081705734
0.00089467975	1.620844	0.082682297
0.00091445172	1.6874745	0.083658859
0.00088906311	1.9788601	0.084635422
0.00091405213	1.6572326	0.085611984
0.00092250644	1.5860842	0.086588547
0.00093722792	1.5837895	0.087565109
0.00094916532	1.594198	0.088541672
0.00089148339	1.5645298	0.089518234
0.00090719853	1.3403482	0.090494797
0.00092092878	1.2103142	0.091471359
0.00093699229	1.7822264	0.092447922
0.00091774273	1.7825952	0.093424484
0.00092965714	1.6300641	0.094401047
0.00094089797	1.8089031	0.095377609
0.00093911542	1.4345776	0.096354172
0.00092025264	1.5698569	0.097330734
0.00092470902	1.4457237	0.098307297
0.00094944192	1.5777246	0.099283859
0.00095525058	2.0693195	0.10026042
0.00094934978	1.6507581	0.10123698
0.00093028205	1.4209626	0.10221355
0.00093139871	2.1036181	0.10319011
0.00096951355	1.6181293	0.10416667
0.00093120406	1.4127671	0.10514323
0.0009631312	1.7733752	0.1061198
0.00094492408	1.7823083	0.10709636
0.00094339764	1.7704655	0.10807292
0.00093792449	1.7012432	0.10904948
0.00099099637	1.9794748	0.11002605
0.00092123612	1.7327247	0.11100261
0.00094204542	1.7166202	0.11197917
0.0009437562	1.6264989	0.11295573
0.00098312856	1.9736968	0.1139323
0.00095203379	1.5916573	0.11490886
0.00099045341	1.3885489	0.11588542
0.00097454363	1.4823172	0.11686198
0.00098137674	1.7566969	0.11783855
0.00096703437	1.7481325	0.11881511
0.0009839891	1.8318202	0.11979167
0.00097998348	1.4975611	0.12076823
0.00093813962	1.8434581	0.1217448
0.0010085914	1.4130127	0.12272136
0.00098352809	1.5806751	0.12369792
0.00095754542	1.3046972	0.12467448
0.0009545642	1.6746483	0.12565105
0.0010017992	1.187602	0.12662761
0.00097089662	1.5055928	0.12760417
0.00092828443	1.4982578	0.12858073
0.00098757725	1.3234242	0.1295573
0.00098385592	1.7124712	0.13053386
0.00096814078	1.7148479	0.13151042
